Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2008,4,26,6,1209,1205,1308,1310,WN,1963,N430WN,59,65,43,-2,4,LAX,LAS,236,5,11,0,,0,NA,NA,NA,NA,NA
2008,4,26,6,1252,1220,1507,1455,WN,2415,N475WN,255,275,245,12,32,MDW,OAK,1844,3,7,0,,0,NA,NA,NA,NA,NA
2008,4,26,6,1205,1210,1308,1330,WN,2740,N363SW,123,140,105,-22,-5,PHL,MDW,668,4,14,0,,0,NA,NA,NA,NA,NA
2008,4,26,6,821,825,912,920,WN,704,N448WN,51,55,42,-8,-4,SAT,DAL,248,3,6,0,,0,NA,NA,NA,NA,NA
2008,4,26,6,722,725,812,820,WN,1323,N734SA,50,55,34,-8,-3,TPA,JAX,180,4,12,0,,0,NA,NA,NA,NA,NA
2008,4,27,7,1226,1225,1335,1350,WN,699,N779SW,69,85,57,-15,1,BUR,PHX,369,3,9,0,,0,NA,NA,NA,NA,NA
2008,4,27,7,1657,1700,1757,1830,WN,989,N716SW,120,150,108,-33,-3,DEN,SAN,853,2,10,0,,0,NA,NA,NA,NA,NA
2008,4,27,7,958,955,1227,1240,WN,2799,N317WN,89,105,75,-13,3,LAS,ELP,584,4,10,0,,0,NA,NA,NA,NA,NA
2008,4,27,7,1620,1620,1720,1715,WN,1159,N698SW,60,55,46,5,0,MCI,STL,237,6,8,0,,0,NA,NA,NA,NA,NA
2008,4,27,7,912,915,1015,1020,WN,664,N417WN,63,65,51,-5,-3,OAK,BUR,325,2,10,0,,0,NA,NA,NA,NA,NA
2008,4,27,7,1213,1210,1346,1315,WN,2012,N507SW,93,65,52,31,3,PHX,LAS,256,5,36,0,,0,0,0,31,0,0
2008,4,27,7,2021,1955,2041,2020,WN,1865,N332SW,140,145,127,21,26,SAT,PHX,843,6,7,0,,0,2,0,0,0,19
2008,4,27,7,1902,1900,2057,2110,WN,330,N606SW,175,190,166,-13,2,STL,SLC,1156,3,6,0,,0,NA,NA,NA,NA,NA
2008,4,28,1,650,650,931,935,WN,2960,N621SW,101,105,88,-4,0,BNA,TPA,612,4,9,0,,0,NA,NA,NA,NA,NA
2008,4,28,1,1207,1205,1307,1310,WN,2898,N686SW,60,65,48,-3,2,DAL,LBB,293,3,9,0,,0,NA,NA,NA,NA,NA
2008,4,28,1,930,930,1019,1025,WN,1055,N242WN,49,55,40,-6,0,HRL,SAT,233,4,5,0,,0,NA,NA,NA,NA,NA
2008,4,28,1,1938,1940,2048,2055,WN,206,N508SW,70,75,55,-7,-2,LAX,PHX,370,5,10,0,,0,NA,NA,NA,NA,NA
2008,4,28,1,749,750,909,915,WN,114,N514SW,80,85,67,-6,-1,MDW,MCI,405,3,10,0,,0,NA,NA,NA,NA,NA
2008,4,28,1,1330,1330,1431,1440,WN,522,N302SW,61,70,53,-9,0,ONT,SJC,333,2,6,0,,0,NA,NA,NA,NA,NA
2008,4,28,1,653,655,823,830,WN,1100,N255WN,150,155,135,-7,-2,PVD,MDW,842,5,10,0,,0,NA,NA,NA,NA,NA
2008,4,28,1,1014,1015,1118,1125,WN,3403,N600WN,64,70,54,-7,-1,SJC,ONT,333,3,7,0,,0,NA,NA,NA,NA,NA
2008,4,28,1,605,605,732,735,WN,745,N338SW,87,90,72,-3,0,TUS,LAX,451,8,7,0,,0,NA,NA,NA,NA,NA
2008,4,29,2,2040,2040,2140,2145,WN,1416,N460WN,60,65,44,-5,0,BWI,BDL,283,5,11,0,,0,NA,NA,NA,NA,NA
2008,4,29,2,1706,1645,1842,1840,WN,1683,N720WN,156,175,141,2,21,DEN,SEA,1024,6,9,0,,0,NA,NA,NA,NA,NA
2008,4,29,2,654,700,752,805,WN,576,N756SA,58,65,45,-13,-6,LAS,BUR,223,1,12,0,,0,NA,NA,NA,NA,NA
2008,4,29,2,1433,1435,1517,1520,WN,296,N522SW,104,105,85,-3,-2,MCI,DEN,533,7,12,0,,0,NA,NA,NA,NA,NA
2008,4,29,2,1855,1855,2018,2025,WN,71,N232WN,83,90,74,-7,0,MHT,BWI,377,2,7,0,,0,NA,NA,NA,NA,NA
2008,4,29,2,2101,2105,2216,2230,WN,1071,N510SW,75,85,52,-14,-4,PHL,MHT,290,4,19,0,,0,NA,NA,NA,NA,NA
2008,4,29,2,1843,1845,1944,1955,WN,2814,N744SW,61,70,49,-11,-2,SAN,LAS,258,4,8,0,,0,NA,NA,NA,NA,NA
2008,4,29,2,1236,1230,1818,1820,WN,66,N683SW,222,230,210,-2,6,SMF,MDW,1790,2,10,0,,0,NA,NA,NA,NA,NA
2008,4,30,3,1147,1145,1238,1240,WN,2967,N646SW,51,55,41,-2,2,AUS,DAL,189,3,7,0,,0,NA,NA,NA,NA,NA
2008,4,30,3,2003,2000,2110,2110,WN,819,N786SW,67,70,51,0,3,BWI,PVD,328,4,12,0,,0,NA,NA,NA,NA,NA
2008,4,30,3,1405,1410,1459,1510,WN,783,N674AA,54,60,44,-11,-5,GEG,PDX,279,3,7,0,,0,NA,NA,NA,NA,NA
2008,4,30,3,2243,2150,2350,2250,WN,586,N487WN,67,60,42,60,53,LAS,PHX,256,5,20,0,,0,53,0,7,0,0
2008,4,30,3,1856,1900,2040,2055,WN,227,N795SW,164,175,145,-15,-4,MCO,MDW,989,10,9,0,,0,NA,NA,NA,NA,NA
2008,4,30,3,632,630,739,745,WN,546,N770SA,67,75,53,-6,2,OAK,LAX,337,7,7,0,,0,NA,NA,NA,NA,NA
2008,4,30,3,1926,1925,2042,2045,WN,3681,N699SW,76,80,61,-3,1,PHX,LAX,370,8,7,0,,0,NA,NA,NA,NA,NA
2008,4,30,3,1434,1400,1535,1500,WN,1422,N752SW,181,180,162,35,34,SAT,LAS,1069,4,15,0,,0,0,0,1,0,34
2008,4,30,3,1608,1555,1751,1735,WN,520,N395SW,223,220,211,16,13,STL,LAS,1372,3,9,0,,0,12,0,3,0,1
2008,4,19,6,1544,1520,1646,1633,XE,2319,N13969,62,73,39,13,24,EWR,MHT,209,5,18,0,,0,NA,NA,NA,NA,NA
2008,4,29,2,1301,1300,1609,1608,XE,104,N13202,128,128,105,1,1,ONT,COS,789,8,15,0,,0,NA,NA,NA,NA,NA
2008,4,16,3,1342,1345,1440,1447,XE,120,N14204,58,62,48,-7,-3,MRY,ONT,296,5,5,0,,0,NA,NA,NA,NA,NA
2008,4,16,3,1950,1930,2054,2041,XE,172,N14558,124,131,108,13,20,BOI,SAN,749,3,13,0,,0,NA,NA,NA,NA,NA
2008,4,27,7,1008,1000,1100,1046,XE,21,N21197,112,106,95,14,8,ABQ,ONT,631,4,13,0,,0,NA,NA,NA,NA,NA
2008,4,18,5,1700,1630,2155,2149,XE,223,N17185,175,199,162,6,30,SMF,TUL,1419,5,8,0,,0,NA,NA,NA,NA,NA
2008,4,7,1,849,835,1106,1044,XE,301,N12563,137,129,126,22,14,TUS,SMF,752,4,7,0,,0,4,0,8,0,10
2008,4,4,5,1611,1620,1736,1746,XE,320,N16559,85,86,68,-10,-9,SAT,MSY,495,4,13,0,,0,NA,NA,NA,NA,NA
2008,4,18,5,1550,1535,1706,1639,XE,410,N11193,196,184,185,27,15,TUL,SAN,1236,4,7,0,,0,15,0,12,0,0
2008,4,18,5,1609,1610,1844,1838,XE,43,N12163,155,148,140,6,-1,GEG,ONT,936,4,11,0,,0,NA,NA,NA,NA,NA
2008,4,9,3,1433,1430,1521,1516,XE,502,N11187,108,106,91,5,3,SAT,ABQ,609,4,13,0,,0,NA,NA,NA,NA,NA
2008,4,18,5,920,915,1156,1159,XE,531,N14204,96,104,78,-3,5,ABQ,AUS,619,6,12,0,,0,NA,NA,NA,NA,NA
2008,4,11,5,1715,1720,1902,1856,XE,622,N18557,167,156,151,6,-5,JAX,MCI,956,5,11,0,,0,NA,NA,NA,NA,NA
2008,4,7,1,837,830,932,913,XE,7668,N33182,115,103,90,19,7,SLC,ONT,558,4,21,0,,0,0,0,12,0,7
2008,4,20,7,1405,1415,1556,1552,XE,7693,N14168,171,157,155,4,-10,MCI,SLC,919,7,9,0,,0,NA,NA,NA,NA,NA
2008,4,4,5,1702,1640,1900,1848,XE,7757,N10575,118,128,104,12,22,EUG,LAX,748,7,7,0,,0,NA,NA,NA,NA,NA
2008,4,18,5,1015,1015,1138,1139,XE,7769,N16170,83,84,57,-1,0,PHX,LAX,370,5,21,0,,0,NA,NA,NA,NA,NA
2008,4,30,3,742,745,858,913,XE,7783,N13908,76,88,58,-15,-3,SMF,LAX,373,7,11,0,,0,NA,NA,NA,NA,NA
2008,4,3,4,1405,1415,1629,1654,XE,7817,N13908,144,159,125,-25,-10,GEG,LAX,945,9,10,0,,0,NA,NA,NA,NA,NA
2008,4,18,5,930,930,1052,1047,XE,97,N16559,82,77,63,5,0,TUS,ONT,409,5,14,0,,0,NA,NA,NA,NA,NA
2008,4,13,7,809,810,1140,1210,XE,2492,N11150,151,180,133,-30,-1,IAH,IAD,1190,5,13,0,,0,NA,NA,NA,NA,NA
2008,4,16,3,1821,1830,1936,1948,XE,2282,N14937,75,78,56,-12,-9,MFE,IAH,316,8,11,0,,0,NA,NA,NA,NA,NA
2008,4,17,4,1639,1640,1737,1757,XE,2813,N16987,58,77,31,-20,-1,EWR,ALB,143,5,22,0,,0,NA,NA,NA,NA,NA
2008,4,22,2,646,650,849,857,XE,2775,N16511,123,127,91,-8,-4,EWR,GRR,605,6,26,0,,0,NA,NA,NA,NA,NA
2008,4,15,2,1235,1235,1345,1404,XE,1263,N13965,130,149,107,-19,0,EWR,ORD,719,8,15,0,,0,NA,NA,NA,NA,NA
2008,4,12,6,1443,1400,1656,1624,XE,2435,N14960,133,144,98,32,43,SDF,EWR,642,5,30,0,,0,0,0,32,0,0
2008,4,4,5,639,645,1030,1044,XE,2846,N17146,171,179,150,-14,-6,SAT,CLE,1241,5,16,0,,0,NA,NA,NA,NA,NA
2008,4,5,6,2129,2135,2218,2239,XE,3146,N14945,49,64,29,-21,-6,EWR,PVD,160,4,16,0,,0,NA,NA,NA,NA,NA
2008,4,6,7,1007,1000,1146,1145,XE,3067,N13968,99,105,72,1,7,LGA,CLE,418,6,21,0,,0,NA,NA,NA,NA,NA
2008,4,24,4,1708,1715,1830,1843,XE,2626,N16511,82,88,37,-13,-7,SYR,EWR,194,14,31,0,,0,NA,NA,NA,NA,NA
2008,4,28,1,NA,1640,NA,2025,XE,2868,,NA,165,NA,NA,NA,STL,EWR,872,NA,NA,1,C,0,NA,NA,NA,NA,NA
2008,4,13,7,1111,1115,1314,1317,XE,2162,N16919,123,122,101,-3,-4,IND,EWR,644,7,15,0,,0,NA,NA,NA,NA,NA
2008,4,6,7,959,1008,1134,1152,XE,2382,N27506,95,104,78,-18,-9,DAY,EWR,533,6,11,0,,0,NA,NA,NA,NA,NA
2008,4,4,5,1014,1014,1202,1129,XE,2482,N14947,108,75,61,33,0,IAH,GPT,376,8,39,0,,0,0,0,33,0,0
2008,4,14,1,653,700,758,814,XE,1201,N17507,65,74,40,-16,-7,IAD,EWR,213,12,13,0,,0,NA,NA,NA,NA,NA
2008,4,2,3,854,845,1019,1014,XE,3023,N13965,85,89,64,5,9,IAH,TUL,429,4,17,0,,0,NA,NA,NA,NA,NA
2008,4,18,5,1647,1645,1855,1854,XE,2539,N11127,188,189,164,1,2,RIC,IAH,1157,13,11,0,,0,NA,NA,NA,NA,NA
2008,4,2,3,1842,1840,1941,1947,XE,2418,N15941,59,67,42,-6,2,IAH,MLU,262,4,13,0,,0,NA,NA,NA,NA,NA
2008,4,21,1,1647,1655,1815,1825,XE,2898,N26545,88,90,40,-10,-8,EWR,ROC,246,5,43,0,,0,NA,NA,NA,NA,NA
2008,4,28,1,708,715,837,825,XE,2761,N23139,89,70,56,12,-7,RIC,EWR,278,9,24,0,,0,NA,NA,NA,NA,NA
2008,4,25,5,1056,1005,1236,1132,XE,2714,N24517,100,87,72,64,51,IAH,XNA,438,4,24,0,,0,0,0,13,0,51
2008,4,9,3,1302,1220,1514,1447,XE,2157,N13949,132,147,115,27,42,EWR,JAX,821,4,13,0,,0,0,0,0,0,27
2008,4,28,1,746,755,918,914,XE,2402,N10156,92,79,50,4,-9,BRO,IAH,308,5,37,0,,0,NA,NA,NA,NA,NA
2008,4,5,6,952,945,1101,1057,XE,2006,N14977,69,72,56,4,7,BUF,EWR,282,4,9,0,,0,NA,NA,NA,NA,NA
2008,4,23,3,1851,1855,1955,2003,XE,2898,N16541,64,68,45,-8,-4,ROC,CLE,245,6,13,0,,0,NA,NA,NA,NA,NA
2008,4,8,2,821,830,1039,1045,XE,2322,N13936,78,75,55,-6,-9,ORD,CLE,316,8,15,0,,0,NA,NA,NA,NA,NA
2008,4,9,3,810,810,957,949,XE,2676,N11106,107,99,60,8,0,EWR,PIT,319,9,38,0,,0,NA,NA,NA,NA,NA
2008,4,10,4,1328,1335,1545,1613,XE,2307,N11548,137,158,114,-28,-7,JAX,EWR,821,9,14,0,,0,NA,NA,NA,NA,NA
2008,4,11,5,1616,1555,1911,1847,XE,2411,N16954,115,112,82,24,21,IAH,TLH,658,4,29,0,,0,21,0,3,0,0
2008,4,17,4,856,900,1007,1007,XE,1203,N17507,71,67,54,0,-4,IAD,EWR,213,5,12,0,,0,NA,NA,NA,NA,NA
2008,4,23,3,1215,1220,1328,1332,XE,2494,N29906,73,72,55,-4,-5,CLE,SDF,304,10,8,0,,0,NA,NA,NA,NA,NA
2008,4,1,2,NA,1720,NA,2119,XE,2058,,NA,179,NA,NA,NA,MCI,EWR,1092,NA,NA,1,C,0,NA,NA,NA,NA,NA
2008,4,2,3,1852,1705,2052,1857,XE,3087,N12946,120,112,77,115,107,EWR,GSO,446,3,40,0,,0,3,0,8,0,104
2008,4,10,4,1224,1130,1545,1518,XE,2291,N13118,141,168,126,27,54,MEM,EWR,946,5,10,0,,0,3,0,0,0,24
2008,4,24,4,732,740,902,910,XE,2716,N14930,90,90,70,-8,-8,LBB,IAH,458,10,10,0,,0,NA,NA,NA,NA,NA
2008,4,3,4,1442,1415,1641,1610,XE,2763,N41104,119,115,102,31,27,BGR,EWR,393,7,10,0,,0,2,0,4,0,25
2008,4,22,2,714,645,1032,1012,XE,2354,N18982,138,147,120,20,29,BHM,EWR,850,5,13,0,,0,20,0,0,0,0
2008,4,25,5,1524,1530,1657,1733,XE,2794,N16951,153,183,132,-36,-6,EWR,MEM,946,6,15,0,,0,NA,NA,NA,NA,NA
2008,4,16,3,1234,1240,1323,1335,XE,2067,N25504,49,55,27,-12,-6,EWR,BDL,116,7,15,0,,0,NA,NA,NA,NA,NA
2008,4,24,4,1133,1130,1231,1233,XE,2264,N14516,58,63,42,-2,3,DAL,IAH,217,5,11,0,,0,NA,NA,NA,NA,NA
2008,4,13,7,1745,1730,2100,2102,XE,3121,N13913,135,152,115,-2,15,IAH,CLT,913,4,16,0,,0,NA,NA,NA,NA,NA
2008,4,6,7,1222,1215,1339,1337,XE,2962,N24103,137,142,118,2,7,IAH,COS,809,5,14,0,,0,NA,NA,NA,NA,NA
2008,4,23,3,1854,1825,2022,1952,XE,2726,N11121,88,87,68,30,29,OKC,IAH,395,7,13,0,,0,3,0,1,0,26
2008,4,11,5,1513,1150,1819,1458,XE,2920,N11565,126,128,94,201,203,IAH,ATL,689,10,22,0,,0,13,0,0,0,188
2008,4,23,3,911,920,1021,1040,XE,3085,N21129,130,140,110,-19,-9,TYS,IAH,772,8,12,0,,0,NA,NA,NA,NA,NA
2008,4,21,1,1557,1600,1726,1722,XE,2489,N27506,89,82,38,4,-3,EWR,ROC,246,10,41,0,,0,NA,NA,NA,NA,NA
2008,4,23,3,1639,1645,1758,1807,XE,2308,N14943,79,82,54,-9,-6,BRO,IAH,308,19,6,0,,0,NA,NA,NA,NA,NA
2008,4,2,3,727,730,901,853,XE,2191,N16954,94,83,68,8,-3,MAF,IAH,429,13,13,0,,0,NA,NA,NA,NA,NA
2008,4,23,3,1744,1750,1905,1903,XE,2509,N16919,81,73,51,2,-6,IAH,BRO,308,4,26,0,,0,NA,NA,NA,NA,NA
2008,4,13,7,2248,2055,28,2310,XE,2985,N41104,100,135,82,78,113,EWR,DTW,487,7,11,0,,0,12,0,0,0,66
2008,4,7,1,1444,1430,1658,1645,XE,2278,N13955,134,135,112,13,14,IAH,OMA,781,4,18,0,,0,NA,NA,NA,NA,NA
2008,4,12,6,938,855,1113,1022,XE,1245,N16147,155,147,113,51,43,EWR,MDW,711,4,38,0,,0,43,0,8,0,0
2008,4,9,3,2114,2115,2314,2312,XE,2752,N14916,120,117,101,2,-1,IAH,MCI,643,3,16,0,,0,NA,NA,NA,NA,NA
2008,4,3,4,1514,1515,1721,1725,XE,2794,N14952,187,190,152,-4,-1,EWR,MEM,946,7,28,0,,0,NA,NA,NA,NA,NA
2008,4,2,3,1001,1005,1305,1309,XE,2085,N12922,124,124,103,-4,-4,IAH,TYS,772,2,19,0,,0,NA,NA,NA,NA,NA
2008,4,8,2,847,850,1035,1044,XE,2528,N14953,108,114,87,-9,-3,IAH,BNA,657,9,12,0,,0,NA,NA,NA,NA,NA
2008,4,12,6,645,645,744,737,XE,2137,N12921,59,52,39,7,0,LFT,IAH,201,10,10,0,,0,NA,NA,NA,NA,NA
2008,4,26,6,1007,1005,1122,1118,XE,2687,N16944,75,73,56,4,2,IAH,LIT,374,5,14,0,,0,NA,NA,NA,NA,NA
2008,4,18,5,1403,1410,1646,1700,XE,2120,N14923,163,170,149,-14,-7,MKE,IAH,984,5,9,0,,0,NA,NA,NA,NA,NA
2008,4,10,4,927,915,1030,1025,XE,2526,N12934,63,70,51,5,12,BTR,IAH,253,4,8,0,,0,NA,NA,NA,NA,NA
2008,4,28,1,643,630,1000,955,XE,2585,N48901,137,145,115,5,13,STL,EWR,872,6,16,0,,0,NA,NA,NA,NA,NA
2008,4,7,1,1922,1815,2140,2040,XE,3068,N16976,138,145,92,60,67,EWR,CLT,529,6,40,0,,0,60,0,0,0,0
2008,4,13,7,2017,1845,2154,2024,XE,2608,N16147,97,99,79,90,92,XNA,IAH,438,11,7,0,,0,0,0,0,0,90
2008,4,11,5,1741,1714,2042,2010,XE,2965,N14542,181,176,155,32,27,MSP,IAH,1034,7,19,0,,0,5,0,5,0,22
2008,4,12,6,1213,1130,1331,1233,XE,2267,N14933,78,63,54,58,43,EWR,BUF,282,5,19,0,,0,9,0,15,0,34
2008,4,23,3,1754,1750,1911,1903,XE,2594,N15509,77,73,54,8,4,ABE,CLE,339,9,14,0,,0,NA,NA,NA,NA,NA
2008,4,7,1,1426,1300,1750,1637,XE,2866,N11565,144,157,108,73,86,MKE,EWR,725,9,27,0,,0,0,0,73,0,0
2008,4,1,2,1917,1925,2040,2055,YV,2885,N939LR,83,90,66,-15,-8,BUR,PHX,369,7,10,0,,0,NA,NA,NA,NA,NA
2008,4,1,2,530,548,800,820,YV,2798,N449YV,150,152,120,-20,-18,MRY,PHX,598,15,15,0,,0,NA,NA,NA,NA,NA
2008,4,2,3,2010,2015,2100,2112,YV,2657,N920FJ,110,117,82,-12,-5,CLT,MEM,512,9,19,0,,0,NA,NA,NA,NA,NA
2008,4,2,3,NA,1010,NA,1105,YV,7326,N715SF,NA,55,NA,NA,NA,ORD,GRB,174,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,4,3,4,1026,1030,1337,1335,YV,7170,N514MJ,131,125,99,2,-4,DEN,MSN,826,4,28,0,,0,NA,NA,NA,NA,NA
2008,4,3,4,2149,2149,35,36,YV,2926,N927LR,106,107,83,-1,0,PHX,DEN,602,8,15,0,,0,NA,NA,NA,NA,NA
2008,4,4,5,555,600,711,718,YV,7064,N446YV,76,78,54,-7,-5,GJT,DEN,212,8,14,0,,0,NA,NA,NA,NA,NA
2008,4,4,5,1500,1343,1628,1516,YV,2721,N97325,88,93,71,72,77,PHX,SBA,455,5,12,0,,0,72,0,0,0,0
2008,4,5,6,2150,2145,2319,2313,YV,7289,N571ML,89,88,60,6,5,IAD,DTW,383,7,22,0,,0,NA,NA,NA,NA,NA
2008,4,6,7,1720,1720,1740,1749,YV,2710,N939LR,140,149,127,-9,0,AUS,PHX,872,7,6,0,,0,NA,NA,NA,NA,NA
2008,4,6,7,941,945,1105,1105,YV,2823,N17358,84,80,54,0,-4,LGB,PHX,355,7,23,0,,0,NA,NA,NA,NA,NA
2008,4,7,1,1140,1139,1305,1259,YV,7147,N507MJ,145,140,113,6,1,CHS,ORD,760,6,26,0,,0,NA,NA,NA,NA,NA
2008,4,7,1,1952,1952,2027,2024,YV,1961,N27314,35,32,21,3,0,OGG,HNL,100,7,7,0,,0,NA,NA,NA,NA,NA
2008,4,8,2,1255,1255,1408,1406,YV,2652,N917FJ,73,71,41,2,0,CLT,RIC,256,4,28,0,,0,NA,NA,NA,NA,NA
2008,4,8,2,NA,2139,NA,2328,YV,7268,N506MJ,NA,49,NA,NA,NA,ORD,SBN,84,NA,NA,1,C,0,NA,NA,NA,NA,NA
2008,4,9,3,455,500,642,650,YV,2601,N930LR,107,110,85,-8,-5,EWR,CLT,529,11,11,0,,0,NA,NA,NA,NA,NA
2008,4,9,3,1000,1000,1100,1112,YV,2741,N910FJ,60,72,44,-12,0,PHX,PSP,261,7,9,0,,0,NA,NA,NA,NA,NA
2008,4,10,4,930,935,1005,1014,YV,1035,N654BR,35,39,21,-9,-5,HNL,LIH,102,6,8,0,,0,NA,NA,NA,NA,NA
2008,4,10,4,2230,1919,10,2037,YV,7239,N518LR,160,138,103,213,191,RDU,ORD,647,7,50,0,,0,0,0,213,0,0
2008,4,11,5,1111,857,1243,1029,YV,7207,N593ML,92,92,70,134,134,IAD,DTW,383,7,15,0,,0,134,0,0,0,0
2008,4,11,5,1625,1425,1755,1546,YV,7262,N17175,90,81,57,129,120,SYR,IAD,296,12,21,0,,0,129,0,0,0,0
2008,4,12,6,1735,1745,2030,2055,YV,2696,N908FJ,115,130,95,-25,-10,MCI,CLT,809,8,12,0,,0,NA,NA,NA,NA,NA
2008,4,13,7,755,755,925,925,YV,2623,N908FJ,150,150,128,0,0,CLT,MCI,809,7,15,0,,0,NA,NA,NA,NA,NA
2008,4,13,7,1016,1010,1329,1326,YV,7224,N508MJ,133,136,115,3,6,ORD,PWM,900,3,15,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,820,825,937,941,YV,7089,N446YV,77,76,48,-4,-5,DEN,MTJ,197,4,25,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,850,850,1315,1303,YV,2923,N932LR,145,133,112,12,0,PHX,ICT,870,5,28,0,,0,NA,NA,NA,NA,NA
2008,4,15,2,1640,1640,1730,1729,YV,1964,N77278,50,49,36,1,0,HNL,ITO,216,4,10,0,,0,NA,NA,NA,NA,NA
2008,4,15,2,1630,1605,1733,1711,YV,2651,N908FJ,63,66,49,22,25,SAV,CLT,213,3,11,0,,0,22,0,0,0,0
2008,4,16,3,935,830,1046,944,YV,7279,N75994,71,74,49,62,65,IAD,ROC,289,6,16,0,,0,0,0,0,0,62
2008,4,17,4,1715,1720,1749,1749,YV,2710,N903FJ,154,149,133,0,-5,AUS,PHX,872,10,11,0,,0,NA,NA,NA,NA,NA
2008,4,17,4,650,650,815,808,YV,2821,N910FJ,85,78,62,7,0,LGB,PHX,355,8,15,0,,0,NA,NA,NA,NA,NA
2008,4,18,5,550,600,725,731,YV,7334,N592ML,95,91,69,-6,-10,CHS,IAD,441,11,15,0,,0,NA,NA,NA,NA,NA
2008,4,18,5,1055,1030,1132,1102,YV,1003,N651BR,37,32,23,30,25,OGG,HNL,100,6,8,0,,0,0,0,30,0,0
2008,4,19,6,810,820,910,909,YV,2719,N924FJ,120,109,95,1,-10,COS,PHX,551,8,17,0,,0,NA,NA,NA,NA,NA
2008,4,19,6,1848,1851,2336,2345,YV,2946,N906FJ,168,174,144,-9,-3,PHX,MEM,1263,6,18,0,,0,NA,NA,NA,NA,NA
2008,4,20,7,2010,2000,2045,2039,YV,1929,N87353,35,39,19,6,10,HNL,LIH,102,7,9,0,,0,NA,NA,NA,NA,NA
2008,4,20,7,1408,1417,1535,1541,YV,7093,N521LR,147,144,122,-6,-9,SAV,ORD,773,10,15,0,,0,NA,NA,NA,NA,NA
2008,4,21,1,1742,1735,1945,1941,YV,7191,N516LR,183,186,143,4,7,IAD,OKC,1136,4,36,0,,0,NA,NA,NA,NA,NA
2008,4,22,2,1615,1615,1730,1737,YV,2642,N927LR,75,82,40,-7,0,ATL,CLT,227,10,25,0,,0,NA,NA,NA,NA,NA
2008,4,22,2,1041,1035,1121,1109,YV,1012,N651BR,40,34,32,12,6,LIH,HNL,102,4,4,0,,0,NA,NA,NA,NA,NA
2008,4,23,3,1620,1605,1720,1721,YV,2697,N909FJ,60,76,43,-1,15,CLT,ATL,227,7,10,0,,0,NA,NA,NA,NA,NA
2008,4,23,3,910,921,1144,1153,YV,7134,N75992,94,92,67,-9,-11,ORD,BUF,473,2,25,0,,0,NA,NA,NA,NA,NA
2008,4,24,4,658,715,843,907,YV,7235,N447YV,105,112,87,-24,-17,COD,DEN,392,7,11,0,,0,NA,NA,NA,NA,NA
2008,4,24,4,1204,1155,1307,1248,YV,7042,N515MJ,63,53,32,19,9,ORD,MLI,139,3,28,0,,0,19,0,0,0,0
2008,4,25,5,1113,1118,1220,1234,YV,7092,N456YV,67,76,46,-14,-5,DEN,MTJ,197,3,18,0,,0,NA,NA,NA,NA,NA
2008,4,25,5,920,904,1409,1400,YV,2816,N902FJ,169,176,140,9,16,PHX,DSM,1149,4,25,0,,0,NA,NA,NA,NA,NA
2008,4,26,6,1710,1641,1750,1720,YV,1948,N693BR,40,39,21,30,29,HNL,LIH,102,6,13,0,,0,30,0,0,0,0
2008,4,26,6,2130,2130,2244,2249,YV,2791,N910FJ,74,79,61,-5,0,TUS,LAS,365,10,3,0,,0,NA,NA,NA,NA,NA
2008,4,27,7,830,830,915,910,YV,1011,N77278,45,40,30,5,0,KOA,HNL,163,2,13,0,,0,NA,NA,NA,NA,NA
2008,4,28,1,1123,1135,1228,1227,YV,7301,N75991,65,52,33,1,-12,BMI,ORD,116,17,15,0,,0,NA,NA,NA,NA,NA
2008,4,28,1,1456,1119,1631,1251,YV,7250,N519LR,155,152,137,220,217,MHT,ORD,843,8,10,0,,0,0,0,3,0,217
2008,4,29,2,NA,2210,NA,2,YV,2696,N918FJ,NA,112,NA,NA,NA,CLT,EWR,529,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,4,29,2,935,815,1055,927,YV,7121,N75994,80,72,51,88,80,ORD,DSM,299,5,24,0,,0,88,0,0,0,0
2008,4,30,3,1443,1445,1605,1610,YV,7318,N436YV,82,85,69,-5,-2,DEN,GCC,313,2,11,0,,0,NA,NA,NA,NA,NA
2008,4,30,3,2139,2147,2340,2358,YV,2881,N17337,61,71,49,-18,-8,PHX,ELP,347,2,10,0,,0,NA,NA,NA,NA,NA
2008,4,4,5,555,550,750,746,OH,5355,N811CA,115,116,88,4,5,GSP,LGA,610,14,13,0,,0,NA,NA,NA,NA,NA
2008,4,5,6,855,855,1030,1103,OH,5127,N420CA,95,128,75,-33,0,JFK,CLE,425,6,14,0,,0,NA,NA,NA,NA,NA
2008,4,6,7,840,824,1122,1047,OH,5044,N435CA,162,143,113,35,16,ATL,PVD,903,6,43,0,,0,16,0,19,0,0
2008,4,6,7,1245,1245,1419,1411,OH,5608,N804CA,94,86,69,8,0,BOS,PHL,280,4,21,0,,0,NA,NA,NA,NA,NA
